Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Kershaw Anderson,Kershaw Anderson-New-[O-11768],Open,12/31/24,9/10/24,New,55200,*Consultant Partner,,,3
Suisman Shapiro Attorneys-at-Law,Suisman Shapiro Attorneys-at-Law-New-[O-11758],Open,12/27/24,9/5/24,New,55200,Referred by Vendor,,,23
"Atlas, Hall & Rodriguez","Atlas, Hall & Rodriguez-New-[O-11704]",Open,12/31/24,8/30/24,New,55200,IB-LeadGen-Demo-INBOUND,,,26
"Campbell, Durrant Pc","Campbell, Durrant Pc-New-[O-11442]",Open,12/20/24,7/30/24,New,55200,BDR Outreach,,,17
Berlin Patten Ebling,Berlin Patten Ebling-New-[O-11381],Lost,7/30/24,7/18/24,New,55200,OA-demo request-Coyote-ALA ad-020323,Functionality (Provide Details),,28
May Potenza Baran & Gillespie,May Potenza Baran & Gillespie-New-[O-11370],Open,12/31/24,7/16/24,New,55200,WR-Demo Request-Website-SurePoint.com-PG1142A1,,Cannibis; Construction; Finance & Banking; Government; Intellectual Property; Labor & Employment; Litigation; Native American; Real Estate; Tax; Water,25
Cuddy & Feder LLP,Cuddy & Feder LLP-New-[O-11112],Lost,10/2/24,6/14/24,New,55200,email-IGNITE 2024-invite-2-010423,Feature (Provide Details),,33
Lacy Katzen LLP,Lacy Katzen LLP-New-[O-10864],Lost,7/26/24,5/25/24,New,55200,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),Administrative; Bankruptcy; Commercial; Construction; Corporate & Securities; Education; Elder; Environmental; Insurance; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,17
"Ohnstad Twichell, PC","Ohnstad Twichell, PC-New-[O-10852]",Lost,10/24/24,5/23/24,New,55200,Consultant,Feature (Provide Details),,30
"Markowitz, Herbold, Glade & Mehlhaf, P.C.","Markowitz, Herbold, Glade & Mehlhaf, P.C.-New-[O-10118]",Lost,10/16/24,2/29/24,New,55200,BDR Outreach,Inertia (Provide Details),,33
KO Law Firm,KO Law Firm-New-[O-9966],Open,12/31/24,2/13/24,New,55200,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,28
Hinkhouse Williams Walsh LLP,Hinkhouse Williams Walsh LLP-New-[O-9488],Lost,2/29/24,11/2/23,New,55200,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,20
Sprouse Shrader Smith P.C.,Sprouse Shrader Smith P.C.-New-[O-9490],Lost,3/12/24,11/2/23,New,55200,Cold Call,Inertia (Provide Details),,43
"Cowan, DeBaets, Abrahams & Sheppard LLP","Cowan, DeBaets, Abrahams & Sheppard LLP-New-[O-9461]",Lost,3/21/24,10/26/23,New,55200,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,27
Schell Bray PLLC,Schell Bray PLLC-New-[O-9464],Lost,4/26/24,10/26/23,New,55200,Cold Call,Feature (Provide Details),,26
"Rock Fusco & Connelly, LLC","Rock Fusco & Connelly, LLC-New-[O-9399]",Open,11/29/24,10/16/23,New,55200,BDR Outreach,,,34
Gutnicki LLP,Gutnicki LLP-New-[O-9342],Lost,3/12/24,10/5/23,New,55200,BDR Outreach,Inertia (Provide Details),,29
"Atlas, Hall & Rodriguez","Atlas , Hall & Rodriguez-New-[O-9308]",Lost,12/28/23,9/26/23,New,55200,BDR Outreach,Inertia (Provide Details),,26
Condon Thornton Sladek Harrell LLP,Condon Tobin Sladek Thornton-New-[O-9291],Lost,2/2/24,9/21/23,New,55200,WR-Demo Request-Website-SurePoint.com-PG1142A1,Functionality (Provide Details),,28
Katz Banks Kumin,Katz Banks Kumin-New-[O-9245],Lost,11/4/24,9/18/23,New,55200,email-Coyote Customer Panel Webinar-2-091323,Feature (Provide Details),,26
HUGUENIN KAHN LLP,HUGUENIN KAHN LLP-New-[O-9221],Lost,11/15/23,9/12/23,New,55200,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,12
"Welborn, Sullivan, Meck & Tooley, P.C.","Welborn, Sullivan, Meck & Tooley, P.C.-New-[O-8780]",Lost,6/19/24,6/30/23,New,55200,Cold Call,Inertia (Provide Details),,34
"Kreis, Enderle, Hudgins & Borsos, P.C.","Kreis, Enderle, Hudgins & Borsos, P.C.-New-[O-8253]",Lost,9/9/24,5/22/23,New,55200,Referred by Client,Inertia (Provide Details),Cannibis; Elder; Elder Law; Family; Litigation,25
"Sturgill Turner Barker & Moloney, PLLC","Sturgill Turner Barker & Moloney, PLLC-New-[O-7828]",Open,11/29/24,4/13/23,New,55200,BDR Outreach,,,35
"Ross & Matthews, PC","Ross & Matthews, PC-New-[O-7784]",Lost,7/31/23,4/6/23,New,55200,Consultant,Price (Provide Details),,105
Siskind Susser Immigration Lawyers,Siskind Susser Immigration Lawyers-New-[O-7771],Lost,9/4/24,4/4/23,New,55200,BDR Outreach,Inertia (Provide Details),Immigration,11
"Icard, Merrill, Cullis, Timm, Furen & Ginsburg, P.","Icard, Merrill, Cullis, Timm, Furen & Ginsburg, P.-New-[O-7629]",Lost,6/26/24,3/13/23,New,55200,BDR Outreach,Inertia (Provide Details),,28
Bryant Miller & Olive P.A.,Bryant Miller & Olive P.A.-New-[O-7551],Lost,6/18/24,2/27/23,New,55200,BDR Outreach,Inertia (Provide Details),,39
Nicoletti Hornig & Sweeney,Nicoletti Hornig & Sweeney-New-[O-7523],Lost,11/1/24,2/21/23,New,55200,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,22
Charlotte Christian Law,Charlotte Christian Law-New-[O-7512],Lost,5/8/23,2/16/23,New,55200,Referred by Vendor,Feature (Provide Details),Family,10
Peterson Russell Kelly Livengood PLLC,Peterson Russell Kelly PLLC-New-[O-7505],Lost,5/18/23,2/14/23,New,55200,BDR Outreach,Functionality (Provide Details),Appellate; Construction; Environmental; Healthcare; Insurance; Labor & Employment; Litigation,21
"McCranie, Sistrunk, Anzelmo, Hardy, Maxwell & McDaniel P.C.","McCranie, Sistrunk, Anzelmo, Hardy, Maxwell & McDaniel P.C.-New-[O-7484]",Lost,5/20/24,2/9/23,New,55200,BDR Outreach,Inertia (Provide Details),,16
"Kramon & Graham, P.A.","Kramon & Graham, P.A.-New-[O-7406]",Lost,10/25/24,1/25/23,New,55200,Demo Request-Coyote Payments-Blitz-50 Promo-100422,Inertia (Provide Details),,34
Zukerman Gore Brandeis & Crossman Llp,Zukerman Gore Brandeis & Crossman Llp-New-[O-7405],Lost,3/20/24,1/25/23,New,55200,Cold Call,Inertia (Provide Details),,29
Latimer LeVay Jurasek,Latimer LeVay Fyock LLC-New-[O-7391],Lost,11/8/23,1/19/23,New,55200,Referred by Vendor,Inertia (Provide Details),Corporate & Securities; Immigration; Intellectual Property; Labor & Employment; Litigation; Real Estate,36
West Webb Albritton & Gentry PC,West Webb Albritton & Gentry Pc-New-[O-7365],Lost,5/17/23,1/17/23,New,55200,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),Administrative; Commercial Finance; Commercial Transactions; Insurance; Intellectual Property; Labor & Employment; Litigation; Malpractice; Real Estate; Sports; Tax,25
"Cassin & Cassin, LLP","Cassin & Cassin, LLP-New-[O-7359]",Lost,7/21/23,1/12/23,New,55200,Consultant,Inertia (Provide Details),,30
Powers Pyles Sutter & Verville,Powers Pyles Sutter & Verville-New-[O-7302],Lost,10/10/23,12/19/22,New,55200,BDR Outreach,Inertia (Provide Details),,39
Murtaugh Treglia Stern & Deily LLP,Murtaugh Treglia Stern & Deily LLP-New-[O-7260],Lost,1/17/23,12/9/22,New,55200,Consultant,Functionality (Provide Details),Construction; Trusts & Estates,29
Scott Hulse PC,Scott Hulse PC-New-[O-7259],Lost,2/1/23,12/9/22,New,55200,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Commercial; Corporate & Securities; Finance & Banking; Immigration; Intellectual Property; Labor & Employment; Litigation; Real Estate,20
"Weinstock, Manion, Reisman, Shore & Neumann","Weinstock, Manion, Reisman, Shore & Neumann-New-[O-7124]",Won,3/20/23,11/2/22,New,55200,Demo Requests-Coyote-Website MQLs-071322,,Trusts & Estates,21
Roberts & Holland LLP,Roberts & Holland LLP-New-[O-7074],Won,3/28/23,10/26/22,New,55200,Consultant,,Employee Benefits; Nonprofit Organizations; Tax,27
Butt Thornton & Baehr,Butt Thornton & Baehr-New-[O-6845],Lost,4/16/23,9/13/22,New,55200,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,24
Kahana & Feld LLP,Kahana & Feld LLP-New-[O-6841],Lost,6/26/23,9/13/22,New,55200,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Business Organizations; Construction; Financial Services Regulatory; Labor & Employment; Real Estate; Transportation,63
Brick Gentry PC,Brick Gentry PC-New-[O-6783],Lost,2/16/23,8/30/22,New,55200,BDR Outreach,Price (Provide Details),,29
"Cohen & Malad, LLP","Cohen & Malad, LLP-New-[O-6187]",Lost,7/17/24,6/23/22,New,55200,Coyote Transfer Opp,Inertia (Provide Details),Personal Injury,28
"Barry, McTiernan & Moore","Barry, McTiernan & Moore-New-[O-6010]",Lost,1/3/23,5/20/22,New,55200,WR-Demo Request-0422-ALA 2022 Raffle-PG1067A1,Inertia (Provide Details),,42
"Neubert, Pepe & Monteith, P.C.","Neubert, Pepe & Monteith, P.C.-New-[O-5925]",Lost,9/19/23,5/4/22,New,55200,Consultant,Inertia (Provide Details),,42
Goodman McGuffey,Goodman McGuffey-New-[O-5721],Lost,6/15/23,4/18/22,New,55200,Cold Call,Inertia (Provide Details),,23
Cuddy & Feder LLP,Cuddy & Feder LLP-New-[O-4937],Lost,2/27/24,11/29/21,New,55200,WR-Demo Request-1121-ABM Form-PG1146A1,Inertia (Provide Details),,33
Freehill Hogan & Mahar LLP,Freehill Hogan & Mahar LLP-Upsell-[O-3556],Lost,5/23/23,1/11/21,Upsell,55200,Check-in Call,Functionality (Provide Details),Construction; Labor & Employment; Maritime,28
Lacy Katzen LLP,Lacy Katzen LLP-New-[O-3334],Lost,4/17/24,10/9/20,New,55200,Marketing General - Multichannel,Inertia (Provide Details),Administrative; Bankruptcy; Commercial; Construction; Corporate & Securities; Education; Elder; Environmental; Insurance; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,17
"Graves, Dougherty, Hearon & Moody, A Professional Corporation","Graves, Dougherty, Hearon & Moody, A Professional Corporation-New-[O-2858]",Won,4/10/23,10/18/19,New,55200,LeadGen-Elite-052019,,Administrative; Appellate; Bankruptcy; Commercial; Construction; Corporate & Securities; Environmental; Finance & Banking; Intellectual Property; Litigation; Media; Oil & Gas; Personal Injury; Real Estate; Tax; Trusts & Estates; Appellate Practice,35
King Spry Herman Freund and Faul,King Spry Herman Freund and Faul-New-[O-9331],Lost,3/7/24,10/3/23,New,55322.04,Cold Call,Price (Provide Details),,31
Weiner Law Group LLP,Weiner Law Group LLP-Upsell-[O-8931],Won,9/14/23,7/27/23,Upsell,56400,No Known Campaign Source,,Business Organizations; Cannibis; Criminal; Education; Family; Government; Intellectual Property; Labor & Employment; Land Use & Zoning; Litigation; Other; Real Estate; Trusts & Estates; Workers Compensation,56
Mandelbaum Barrett PC,Mandelbaum Barrett PC-Cross-Sell-[O-7848],Won,6/27/23,4/19/23,Cross-Sell,56400,Referred by Employee,,Bankruptcy; Financing & Banking; Litigation,115
Cohen and Gresser,Cohen and Gresser-New-[O-7459],Lost,2/10/23,2/2/23,New,56400,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,58
"Flannery | Georgalis, LLC","Flannery | Georgalis, LLC-New-[O-6909]",Lost,4/4/24,9/28/22,New,56400,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,29
"Downs Stanford, P.C.","Downs Stanford, P.C.-Upsell-[O-10755]",Open,11/29/24,5/15/24,Upsell,57348,webinar-Coyote Practice Management for ON PREM-050924,,Business Organizations; Insurance; Litigation; Maritime; Workers Compensation,19
"Waddell Serafino Geary Rechner Jenevein, P.C.","Waddell Serafino Geary Rechner Jenevein, P.C.-Upsell-[O-10682]",Open,10/31/24,4/30/24,Upsell,57348,Cold Call,,Arbitration; Bankruptcy; Commercial; Construction; Government; Labor & Employment; Other; Real Estate; Sports; Transportation; Utilities,37
Sherman & Howard,Sherman & Howard-New-[O-9629],Lost,8/8/24,12/4/23,New,57600,email-ari kaplan leadership report-091123,Functionality (Provide Details),,142
Payne & Fears LLP,Payne & Fears LLP-Upsell-[O-9363],Won,1/2/24,10/12/23,Upsell,57600,Check-in Call,,Commercial; Insurance; Labor & Employment,41
"Holmes Weddle & Barcott, PC","Holmes Weddle & Barcott, PC-Upsell-[O-6358]",Open,10/31/24,7/6/22,Upsell,57600,Cold Call,,Construction; Labor & Employment; Litigation; Maritime; Natural Resources; Other,26
"Summit Law Group, PLLC","Summit Law Group, PLLC-Upsell-[O-7158]",Lost,6/12/24,11/10/22,Upsell,58764,WB-DEMO REQUEST from webinar-Coyote Cloud-102522,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Environmental; Labor & Employment; Real Estate,44
Todd & Weld LLP,Todd & Weld LLP-Upsell-[O-11886],Open,12/12/24,9/25/24,Upsell,58896,,,Commercial; Construction; Healthcare,53
"Buckley King, LPA","Buckley King, LPA-Upsell-[O-7299]",Won,3/31/23,12/16/22,Upsell,58896,webinar-Coyote Cloud-CUSTOMERS-101422,,Bankruptcy; Insurance; Intellectual Property; Labor & Employment; Litigation; Other; Real Estate; Trusts & Estates,29
"Colantuono Highsmith Whatley, PC","Colantuono Highsmith Whatley, PC-Upsell-[O-6329]",Open,12/30/24,7/6/22,Upsell,58896,Check-in Call,,Appellate; Cannibis; Labor & Employment; Land Use & Zoning; Other; Public Policy,30
"Hodges, Loizzi, Eisenhammer, Rodick & Kohn LLP","Hodges, Loizzi, Eisenhammer, Rodick & Kohn LLP-Upsell-[O-6311]",Lost,10/9/23,7/6/22,Upsell,58896,Check-in Call,Price (Provide Details),Corporate Governance; Labor & Employment; Litigation; Other; Real Estate,28
"Woolf, McClane, Bright, Allen & Carpenter, PLLC","Woolf, McClane, Bright, Allen & Carpenter, PLLC-Upsell-[O-6309]",Lost,6/13/24,7/6/22,Upsell,58896,Cold Call,Inertia (Provide Details),Appellate,30
"Blasingame, Burch, Garrard, Ashley","Blasingame, Burch, Garrard and Ashley, P.C.-New-[O-9014]",Lost,3/22/24,7/31/23,New,58908,email-Ari Kaplan Leadership Report Webinar-2,Inertia (Provide Details),,28
McNeill Baur PLLC,McNeill Baur PLLC-New-[O-7835],Lost,9/15/23,4/14/23,New,58920,BDR Outreach,Price (Provide Details),Patent,28
Wachtel Missry LLP,Wachtel Missry LLP-New-[O-3060],Won,6/14/23,5/22/20,New,59160,ConnectAndSell,,Administrative; Insurance; Labor & Employment,28
Bassford Remele,Bassford Remele-New-[O-7631],Won,10/20/23,3/14/23,New,59400,Consultant,,Contracts; Labor & Employment; Litigation; Malpractice,41
"Bird, Marella, Boxer, Wolpert, Nessim, Drooks & Lincenberg","Bird, Marella, Boxer, Wolpert, Nessim, Drooks & Lincenberg-New-[O-8927]",Won,3/29/24,7/25/23,New,59500.08,Cold Call,,Government; Litigation; White Collar,48
"The Bayard Firm, P.A.","The Bayard Firm, P.A.-New-[O-11769]",Open,12/31/24,9/10/24,New,60000,Former Customer - Referral,,,22
"Seiller Waterman, LLC","Seiller Waterman, LLC-New-[O-10879]",Lost,8/5/24,5/30/24,New,60000,Referred by Client,Feature (Provide Details),,25
"McDonald Toole Wiggins, P.A.","McDonald Toole Wiggins, P.A.-New-[O-10449]",Lost,6/27/24,4/2/24,New,60000,ALA Regional Chapters,Functionality (Provide Details),,19
"Coleman Talley, LLP","Coleman Talley, LLP-New-[O-9504]",Lost,6/4/24,11/8/23,New,60000,CB-Chat-Terminus-DemoRequest-SurePoint,Functionality (Provide Details),,42
Black McCuskey Souers & Arbaugh,Black McCuskey Souers & Arbaugh-New-[O-9406],Lost,3/28/24,10/17/23,New,60000,BDR Outreach,Inertia (Provide Details),,20
Hangley Aronchick Segal Pudlin & Schiller,Hangley Aronchick Segal Pudlin & Schiller-New-[O-7792],Lost,5/17/23,4/9/23,New,61200,IB-LeadGen-Demo-INBOUND,Inertia (Provide Details),,50
Felhaber Larson,Felhaber Larson-New-[O-6267],Lost,2/16/23,6/28/22,New,61200,Coyote Transfer Opp,Inertia (Provide Details),,42
Harris St. Laurent & Wechsler LLP,Harris St. Laurent & Wechsler LLP-New-[O-9755],Open,12/20/24,1/16/24,New,61440,Former Customer - Referral,,,23
Houston Harbaugh,Houston Harbaugh-New-[O-10121],Open,11/22/24,2/29/24,New,62370,Cold Call,,,41
Marbury Law Group,Marbury Law Group-New-[O-10029],Lost,6/20/24,2/21/24,New,62370,Cold Call,Functionality (Provide Details),,21
"Zebersky Payne Shaw Lewenz, LLP","Zebersky Payne Shaw Lewenz, LLP-New-[O-9348]",Lost,7/29/24,10/9/23,New,62400,Cold Call,Inertia (Provide Details),,10
"Lugenbuhl, Wheaton, Peck, Rankin & Hubbard","Lugenbuhl, Wheaton, Peck, Rankin & Hubbard-New-[O-7487]",Lost,3/31/23,2/10/23,New,62700,email-Product-VersionUpdate-4-011723,Functionality (Provide Details),Bankruptcy; Insurance; Maritime; Real Estate,55
Germer PLLC,Germer PLLC-Upsell-[O-8317],Lost,8/18/23,6/7/23,Upsell,62778.6,Check-in Call,Price (Provide Details),Administrative,101
Ruder Ware,Ruder Ware-Upsell-[O-7764],Lost,10/3/23,4/3/23,Upsell,63000,IGNITE-2023-registrants-013023,Feature (Provide Details),Bankruptcy; Real Estate; Trusts & Estates,47
Pappas Grubbs Price PC,Pappas Grubbs Price PC-Upsell-[O-6289],Open,11/27/24,7/6/22,Upsell,64464,REGISTERED-Coyote Virtual User Group-webinar-072122,,Appellate; Arbitration; Commercial; Construction; Energy; Environmental; Healthcare; Insurance; Labor & Employment; Maritime; Other; Product Liability; Professional Responsibility; Transportation,56
Peterson Russell Kelly Livengood PLLC,Peterson Russell Kelly Livengood PLLC-New-[O-6575],Won,6/30/23,7/21/22,New,64500,Cold Call,,Appellate; Construction; Environmental; Healthcare; Insurance; Labor & Employment; Litigation,21
Anderson & Kreiger,Anderson & Kreiger-New-[O-5069],Lost,5/8/23,1/13/22,New,64799.28,BDR Outreach,Inertia (Provide Details),,44
"King, Tilden, McEttrick & Brink, P.C.","KING, TILDEN, MCETTRICK & BRINK, P.C.-New-[O-4777]",Lost,10/10/23,9/21/21,New,64799.28,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Insurance,32
"Leason Ellis, LLP","Leason Ellis, LLP-Upsell-[O-10159]",Won,6/28/24,3/6/24,Upsell,64800,No Known Campaign Source,,Copyright; Intellectual Property; Trademark,37
Kasdan Turner Thomson Booth LLP,Kasdan Turner Thomson Booth LLP-New-[O-7767],Won,8/31/23,4/3/23,New,64800,BDR Outreach,,Class Actions; Construction,17
"Teague, Campbell, Dennis & Gorham, L.L.P.","Teague, Campbell, Dennis & Gorham, L.L.P.-New-[O-7151]",Lost,4/10/23,11/8/22,New,64800,Consultant,Functionality (Provide Details),,32
Pender & Coward,Pender & Coward-New-[O-5704],Lost,2/16/23,4/12/22,New,64800,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,35
Danziger & Markhoff LLP,Danziger & Markhoff LLP-Cross-Sell-[O-5659],Lost,4/17/24,4/7/22,Cross-Sell,64800,Consultant,Inertia (Provide Details),,15
Clapp Moroney,Clapp Moroney Bellagamba Vucinich Beeman Scheley-New-[O-5571],Lost,5/16/23,4/5/22,New,64800,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Commercial; Construction; Insurance; Professional Responsibility,29
"Lamson Dugan & Murray, LLP","Lamson Dugan & Murray, LLP-Cross-Sell-[O-5519]",Lost,8/9/23,3/29/22,Cross-Sell,64800,BDR Outreach,Inertia (Provide Details),Litigation,45
"Solomon Ward Seidenwurm & Smith, LLP","Solomon Ward Seidenwurm & Smith, LLP-New-[O-5392]",Lost,5/5/23,3/4/22,New,64800,Cold Call,Inertia (Provide Details),,36
Witherspoon Kelley,Witherspoon Kelley-Upsell-[O-5379],Lost,2/15/24,3/2/22,Upsell,64800,Check-in Call,Inertia (Provide Details),Commercial; Labor & Employment; Municipal,42
"Carver, Darden, Koretzky, Tessier, Finn, Blossman & Areaux, L.L.C.","Carver, Darden, Koretzky, Tessier, Finn, Blossman & Areaux, L.L.C.-New-[O-3933]",Lost,5/20/24,6/1/21,New,64800,ConnectAndSell,Inertia (Provide Details),,43
Bartlett LLP,Bartlett LLP-New-[O-3805],Lost,4/17/24,4/6/21,New,64800,Sendoso,Inertia (Provide Details),,36
Nixon & Vanderhye,Nixon & Vanderhye-New-[O-3628],Lost,9/29/23,2/5/21,New,64800,Cold Call,Functionality (Provide Details),Copyright; Intellectual Property; Litigation; Patent; Trademark,39
Todd & Weld LLP,Todd & Weld LLP-Upsell-[O-4018],Lost,6/13/24,7/16/21,Upsell,64803.24,Check-in Call,Inertia (Provide Details),Commercial; Construction; Healthcare,53
Berger Schatz,Berger Schatz-New-[O-8334],Lost,1/25/24,6/12/23,New,65100,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,38
"Kerr, Russell & Weber, PLC","Kerr, Russell & Weber, PLC-Upsell-[O-10177]",Lost,8/19/24,3/11/24,Upsell,65280,No Known Campaign Source,Inertia (Provide Details),Antitrust; Construction; Corporate & Securities,61
"Morse, Barnes-Brown & Pendleton, PC","Morse, Barnes-Brown & Pendleton, PC-Upsell-[O-9218]",Open,12/18/24,9/11/23,Upsell,65280,No Known Campaign Source,,Corporate & Securities; Intellectual Property; Labor & Employment; Litigation; Tax; Venture Capital,41
"Borton Petrini, LLP","Borton Petrini, LLP-Upsell-[O-6324]",Lost,5/2/24,7/6/22,Upsell,65280,No Known Campaign Source,Inertia (Provide Details),Administrative,40
"Brackett & Ellis, A Professional Corporation","Brackett & Ellis, A Professional Corporation-Upsell-[O-6326]",Lost,6/12/24,7/6/22,Upsell,65280,Check-in Call,Price (Provide Details),Appellate,36
"Jackson Tidus, A Law Corporation","Jackson Tidus, A Law Corporation-Upsell-[O-6291]",Lost,4/26/24,7/6/22,Upsell,65280,No Known Campaign Source,Price (Provide Details),Corporate Governance; Environmental; Insurance; Intellectual Property; Labor & Employment; Land Use & Zoning; Litigation; Mergers & Acquisitions; Other; Real Estate,32
"Wood & Lamping, LLP","Wood & Lamping, LLP-Upsell-[O-6316]",Lost,10/9/23,7/6/22,Upsell,65280,Check-in Call,Feature (Provide Details),Bankruptcy; Commercial Finance; Contracts; Elder Law; Family; Government; Healthcare; Immigration; Intellectual Property; International; Labor & Employment; Litigation; Media; Other; Real Estate; Restructuring; Tax; Trademark,41
"Carr & Ferrell, LLP","Carr & Ferrell, LLP-Upsell-[O-10469]",Open,12/31/24,4/10/24,Upsell,66000,Check-in Call,,Commercial; Intellectual Property; Mergers & Acquisitions; Patent,26
Workman Nydegger,Workman Nydegger-Upsell-[O-7199],Open,12/31/24,11/30/22,Upsell,66000,Check-in Call,,Copyright; Patent; Trademark,49
Aleshire & Wynder,Aleshire & Wynder-Upsell-[O-11384],Won,7/19/24,7/19/24,Upsell,67100.04,No Known Campaign Source,,Administrative; Arbitration; Business Organizations; Cannibis; Commercial Transactions; Corporate Governance; Education; Environmental; Healthcare; Labor & Employment; Litigation; Real Estate,61
"Hudson Cook, LLP","Hudson Cook, LLP-Upsell-[O-6383]",Lost,11/10/23,7/11/22,Upsell,67422,Coyote Transfer Opp,Inertia (Provide Details),Litigation,52
"Primmer, Piper, Eggleston & Cramer","Primmer, Piper, Eggleston & Cramer-Upsell-[O-11756]",Won,9/20/24,9/5/24,Upsell,67896,Cold Call,,Appellate,43
"Kerr, Russell & Weber, PLC","Kerr, Russell & Weber, PLC-Upsell-[O-7776]",Lost,7/7/23,4/5/23,Upsell,68400,IGNITE-2023-registrants-013023,Price (Provide Details),Antitrust; Construction; Corporate & Securities,61
"Lewis Longman & Walker, PA","Lewis Longman & Walker, PA-New-[O-6427]",Lost,2/27/24,7/12/22,New,68820,BDR Outreach,Inertia (Provide Details),,37
"Chasan Lamparello Mallon & Cappuzzo, PC","Chasan Lamparello Mallon & Cappuzzo, PC-New-[O-12040]",Open,12/20/24,10/17/24,New,69300,Former Customer - Referral,,,47
Jones Mayer Law,Jones Mayer Law-New-[O-11948],Open,11/30/24,10/2/24,New,69300,*Consultant Partner,,,
Morningstar Law Group,Morningstar Law Group-New-[O-11743],Open,12/31/24,9/3/24,New,69300,Cold Call,,,38
"Young, Minney & Corr, LLP","Young, Minney & Corr, LLP-New-[O-11131]",Lost,10/16/24,6/20/24,New,69300,BDR Outreach,Inertia (Provide Details),Education,39
NeunerPate Attorneys at Law,NeunerPate Attorneys at Law-New-[O-10520],Lost,9/24/24,4/19/24,New,69300,Referred by Client,Inertia (Provide Details),,23
"Johnston, Kinney & Zulaica LLP","Johnston, Kinney & Zulaica LLP-New-[O-10334]",Lost,6/10/24,3/26/24,New,69300,OA-GoogleAds-0221-Demo Request Form-PG1183A1,Functionality (Provide Details),,20
"Council, Baradel, Kosmerl & Nolan, P.A.","Council, Baradel, Kosmerl & Nolan, P.A.-New-[O-10286]",Lost,4/24/24,3/19/24,New,69300,Website Demo + Contact Us - Form Submissions,Feature (Provide Details),,31
"Dughi, Hewit & Domalewski, P.C.","Dughi, Hewit & Domalewski, P.C.-New-[O-9493]",Lost,11/22/23,11/3/23,New,69300,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,31
"Ohnstad Twichell, PC","Ohnstad Twichell, PC-New-[O-9447]",Lost,3/21/24,10/24/23,New,69300,Consultant,Inertia (Provide Details),,30
"Loebsack & Brownlee, Pllc","Loebsack & Brownlee, Pllc-New-[O-9352]",Lost,6/18/24,10/11/23,New,69300,BDR Outreach,Functionality (Provide Details),,19
Blalock Walters,Blalock Walters-New-[O-9335],Lost,6/26/24,10/4/23,New,69300,Cold Call,Inertia (Provide Details),,23
"Rose Law Firm, PA","Rose Law Firm, PA-Upsell-[O-9196]",Won,10/13/23,8/31/23,Upsell,69300,Cold Call,,Environmental; Intellectual Property; Labor & Employment; Real Estate; Tax,33
"Jennings, Haug & Cunningham, L.L.P.","Jennings, Haug & Cunningham, L.L.P.-New-[O-8938]",Lost,4/7/24,7/27/23,New,69300,Consultant,Inertia (Provide Details),,39
Ogborn Mihm,Ogborn Mihm-New-[O-8240],Lost,8/21/24,5/17/23,New,69300,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,22
"Garlington, Lohn & Robinson","Garlington, Lohn & Robinson-New-[O-8066]",Lost,5/26/23,5/1/23,New,69300,email-ContactEase-Why CRM webinar-032922,Functionality (Provide Details),,27
"Markow Walker & Reeves, PA","Markow Walker & Reeves, PA-New-[O-7831]",Lost,8/15/23,4/14/23,New,69300,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,25
"Bulkley, Richardson and Gelinas, LLP","Bulkley, Richardson and Gelinas, LLP-New-[O-7795]",Lost,9/21/23,4/10/23,New,69300,Website Demo + Contact Us - Form Submissions,Feature (Provide Details),Arbitration,40
Bell Davis & Pitt P.A.,Bell Davis & Pitt P.A.-New-[O-7791],Lost,5/13/24,4/7/23,New,69300,Cold Call,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Construction; Employee Benefits; Financing & Banking; Labor & Employment; Litigation,35
Braun Hagey LLP,Braun Hagey Llp-New-[O-7772],Lost,6/26/23,4/4/23,New,69300,demo request-coyote-analytics-last-blast-PROMO 50-122922,Inertia (Provide Details),Corporate & Securities; Corporate Governance; Litigation,44
